"index","eco","group","subgroup","variant","pgn","san","fen","mv","board"
"1684","D49","Closed Games and Semi-Closed Games","QGD Semi-Slav","Meran, Blumenfeld Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. e3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5 10. e5 cxd4 11. Nxb5","Nxb5","r1bqkb1r/3n1ppp/p3pn2/1p2P3/3p4/2NB1N2/PP3PPP/R1BQK2R w KQkq - 0 11","11. Nxb5 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| -b -w -b nw -b pw pb pw || 
6| pw -b -w -b pw nb -w -b || 
5| -b Nw -b -w Pb -w -b -w || 
4| -w -b -w pb -w -b -w -b || 
3| -b -w -b Bw -b Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1685","D49","Closed Games and Semi-Closed Games","QGD Semi-Slav","Meran, Rabinovich Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. e3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5 10. e5 cxd4 11. Nxb5 Ng4","Ng4","r1bqkb1r/3n1ppp/p3pn2/1N2P3/3p4/3B1N2/PP3PPP/R1BQK2R b KQkq - 0 11","11.  ... Ng4","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| -b -w -b nw -b pw pb pw || 
6| pw -b -w -b pw -b -w -b || 
5| -b Nw -b -w Pb -w -b -w || 
4| -w -b -w pb -w -b nw -b || 
3| -b -w -b Bw -b Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1686","D49","Closed Games and Semi-Closed Games","QGD Semi-Slav","Meran, Sozin Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. e3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5 10. e5 cxd4 11. Nxb5 Nxe5","Nxe5","r1bqkb1r/3n1ppp/p3pn2/1N2P3/3p4/3B1N2/PP3PPP/R1BQK2R b KQkq - 0 11","11.  ... Nxe5","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| -b -w -b -w -b pw pb pw || 
6| pw -b -w -b pw nb -w -b || 
5| -b Nw -b -w nb -w -b -w || 
4| -w -b -w pb -w -b -w -b || 
3| -b -w -b Bw -b Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1687","D49","Closed Games and Semi-Closed Games","QGD Semi-Slav","Meran, Stahlberg Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. e3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5 10. e5 cxd4 11. Nxb5 Nxe5 12. Nxe5 axb5 13. Qf3","Qf3","r1bqkb1r/5ppp/4pn2/1p2N3/3p4/3B4/PP3PPP/R1BQK2R w KQkq - 0 13","13. Qf3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| -b -w -b -w -b pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b pw -b -w Nb -w -b -w || 
4| -w -b -w pb -w -b -w -b || 
3| -b -w -b Bw -b Qw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w Bb -w Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1688","D49","Closed Games and Semi-Closed Games","QGD Semi-Slav","Meran, Sozin Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. e3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5 10. e5 cxd4 11. Nxb5 Nxe5 12. Nxe5 axb5 13. O-O","O-O","r1bqkb1r/5ppp/4pn2/1p2N3/3p4/3B4/PP3PPP/R1BQK2R w KQkq - 0 13","13. O-O ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| -b -w -b -w -b pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b pw -b -w Nb -w -b -w || 
4| -w -b -w pb -w -b -w -b || 
3| -b -w -b Bw -b -w -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"1689","D49","Closed Games and Semi-Closed Games","QGD Semi-Slav","Meran, Rellstab attack","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. e3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5 10. e5 cxd4 11. Nxb5 Nxe5 12. Nxe5 axb5 13. O-O Qd5 14. Qe2 Ba6 15. Bg5","Bg5","r3kb1r/5ppp/b3pn2/1p1qN3/3p4/3B4/PP2QPPP/R1B2RK1 w kq - 4 15","15. Bg5 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b -w -b kw bb -w rb || 
7| -b -w -b -w -b pw pb pw || 
6| bw -b -w -b pw nb -w -b || 
5| -b pw -b qw Nb -w Bb -w || 
4| -w -b -w pb -w -b -w -b || 
3| -b -w -b Bw -b -w -b -w || 
2| Pw Pb -w -b Qw Pb Pw Pb || 
1| Rb -w -b -w -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"1690","D50","Closed Games and Semi-Closed Games","QGD","4.Bg5","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5","Bg5","rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4","4. Bg5 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| pb pw pb -w -b pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w -b -w -b -w || 
2| Pw Pb -w -b Pw Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1691","D50","Closed Games and Semi-Closed Games","QGD","Been-Koomen Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 c5","c5","rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq - 3 4","4.  ... c5","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| pb pw -b -w -b pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w pb pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w -b -w -b -w || 
2| Pw Pb -w -b Pw Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1692","D50","Closed Games and Semi-Closed Games","QGD","Semi-Tarrasch, Krause Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 c5 5. Nf3 cxd4 6. Nxd4 e5 7. Ndb5 a6 8. Qa4","Qa4","rnbqkb1r/1p3ppp/p4n2/1N1pp1B1/2P5/2N5/PP2PPPP/R2QKB1R w KQkq - 0 8","8. Qa4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| -b pw -b -w -b pw pb pw || 
6| pw -b -w -b -w nb -w -b || 
5| -b Nw -b pw pb -w Bb -w || 
4| Qw -b Pw -b -w -b -w -b || 
3| -b -w Nb -w -b -w -b -w || 
2| Pw Pb -w -b Pw Pb Pw Pb || 
1| Rb -w -b -w Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1693","D50","Closed Games and Semi-Closed Games","QGD","Semi-Tarrasch, Primitive Pillsbury Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 c5 5. Nf3 cxd4 6. Qxd4","Qxd4","rnbqkb1r/pp3ppp/4pn2/3p2B1/2Pp4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 6","6. Qxd4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| pb pw -b -w -b pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Qb -w -b -w -b || 
3| -b -w Nb -w -b Nw -b -w || 
2| Pw Pb -w -b Pw Pb Pw Pb || 
1| Rb -w -b -w Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1694","D50","Closed Games and Semi-Closed Games","QGD","Semi-Tarrasch","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 c5 5. cxd5","cxd5","rnbqkb1r/pp3ppp/4pn2/2pp2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 5","5. cxd5 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| pb pw -b -w -b pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w pb Pw -b -w Bb -w || 
4| -w -b -w Pb -w -b -w -b || 
3| -b -w Nb -w -b -w -b -w || 
2| Pw Pb -w -b Pw Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1695","D50","Closed Games and Semi-Closed Games","QGD","Canal (Venice) Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 c5 5. cxd5 Qb6","Qb6","rnbqkb1r/pp3ppp/4pn2/2pP2B1/3P4/2N5/PP2PPPP/R2QKBNR b KQkq - 0 5","5.  ... Qb6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw -b kw bb -w rb || 
7| pb pw -b -w -b pw pb pw || 
6| -w qb -w -b pw nb -w -b || 
5| -b -w pb Pw -b -w Bb -w || 
4| -w -b -w Pb -w -b -w -b || 
3| -b -w Nb -w -b -w -b -w || 
2| Pw Pb -w -b Pw Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1696","D51","Closed Games and Semi-Closed Games","QGD","4.Bg5 Nbd7","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7","Nbd7","rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq - 3 4","4.  ... Nbd7","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw pb nw -b pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w -b -w -b -w || 
2| Pw Pb -w -b Pw Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1697","D51","Closed Games and Semi-Closed Games","QGD","Rochlin Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. Nf3 c6 6. Rc1 Qa5 7. Bd2","Bd2","r1b1kb1r/pp1n1ppp/2p1pn2/q2p2B1/2PP4/2N2N2/PP2PPPP/2RQKB1R w Kkq - 2 7","7. Bd2 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw -b kw bb -w rb || 
7| pb pw -b nw -b pw pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| qb -w -b pw -b -w -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w -b Nw -b -w || 
2| Pw Pb -w Bb Pw Pb Pw Pb || 
1| -b -w Rb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1698","D51","Closed Games and Semi-Closed Games","QGD","Alekhine Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. Nf3 c6 6. e4","e4","r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 6","6. e4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw -b nw -b pw pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb Pw -b -w -b || 
3| -b -w Nb -w -b Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1699","D51","Closed Games and Semi-Closed Games","QGD","?","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3","e3","r1bqkb1r/pppn1ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq - 4 5","5. e3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw pb nw -b pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb -w -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1700","D51","Closed Games and Semi-Closed Games","QGD","Manhattan Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 Bb4","Bb4","r1bqkb1r/pppn1ppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR b KQkq - 0 5","5.  ... Bb4","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw -b -w rb || 
7| pb pw pb nw -b pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w bb Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb -w -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1701","D51","Closed Games and Semi-Closed Games","QGD","5...c6","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 c6","c6","r1bqkb1r/pppn1ppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR b KQkq - 0 5","5.  ... c6","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw -b nw -b pw pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb -w -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1702","D51","Closed Games and Semi-Closed Games","QGD","Capablanca anti-Cambridge Springs Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 c6 6. a3","a3","r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR w KQkq - 0 6","6. a3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw -b nw -b pw pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| Pb -w Nb -w Pb -w -b -w || 
2| -w Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1703","D52","Closed Games and Semi-Closed Games","QGD","?","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 c6 6. Nf3","Nf3","r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR w KQkq - 0 6","6. Nf3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw -b nw -b pw pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1704","D52","Closed Games and Semi-Closed Games","QGD","Cambridge Springs defense","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 c6 6. Nf3 Qa5","Qa5","r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 1 6","6.  ... Qa5","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw -b kw bb -w rb || 
7| pb pw -b nw -b pw pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| qb -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1705","D52","Closed Games and Semi-Closed Games","QGD","Cambridge Springs defense, Bogoljubow Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 c6 6. Nf3 Qa5 7. Nd2 Bb4 8. Qc2","Qc2","r1b1k2r/pp1n1ppp/2p1pn2/q2p2B1/1bPP4/2N1P3/PP1N1PPP/R2QKB1R w KQkq - 4 8","8. Qc2 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw -b kw -b -w rb || 
7| pb pw -b nw -b pw pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| qb -w -b pw -b -w Bb -w || 
4| -w bb Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb -w -b -w || 
2| Pw Pb Qw Nb -w Pb Pw Pb || 
1| Rb -w -b -w Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1706","D52","Closed Games and Semi-Closed Games","QGD","Cambridge Springs defense, Argentine Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 c6 6. Nf3 Qa5 7. Nd2 Bb4 8. Qc2 O-O 9. Bh4","Bh4","r1b2rk1/pp1n1ppp/2p1pn2/q2p2B1/1bPP4/2N1P3/PPQN1PPP/R3KB1R w KQ - 6 9","9. Bh4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw -b -w rb kw -b || 
7| pb pw -b nw -b pw pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| qb -w -b pw -b -w -b -w || 
4| -w bb Pw Pb -w -b -w Bb || 
3| -b -w Nb -w Pb -w -b -w || 
2| Pw Pb Qw Nb -w Pb Pw Pb || 
1| Rb -w -b -w Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1707","D52","Closed Games and Semi-Closed Games","QGD","Cambridge Springs defense, Rubinstein Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 c6 6. Nf3 Qa5 7. Nd2 dxc4","dxc4","r1b1kb1r/pp1n1ppp/2p1pn2/q2p2B1/2PP4/2N1P3/PP1N1PPP/R2QKB1R b KQkq - 3 7","7.  ... dxc4","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw -b kw bb -w rb || 
7| pb pw -b nw -b pw pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| qb -w -b -w -b -w Bb -w || 
4| -w -b pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb -w -b -w || 
2| Pw Pb -w Nb -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1708","D52","Closed Games and Semi-Closed Games","QGD","Cambridge Springs defense, Capablanca Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 c6 6. Nf3 Qa5 7. Bxf6","Bxf6","r1b1kb1r/pp1n1ppp/2p1pn2/q2p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQkq - 2 7","7. Bxf6 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw -b kw bb -w rb || 
7| pb pw -b nw -b pw pb pw || 
6| -w -b pw -b pw Bb -w -b || 
5| qb -w -b pw -b -w -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1709","D52","Closed Games and Semi-Closed Games","QGD","Cambridge Springs defense, 7.cd","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 c6 6. Nf3 Qa5 7. cxd5","cxd5","r1b1kb1r/pp1n1ppp/2p1pn2/q2p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQkq - 2 7","7. cxd5 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw -b kw bb -w rb || 
7| pb pw -b nw -b pw pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| qb -w -b Pw -b -w Bb -w || 
4| -w -b -w Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1710","D52","Closed Games and Semi-Closed Games","QGD","Cambridge Springs defense, Yugoslav Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 c6 6. Nf3 Qa5 7. cxd5 Nxd5","Nxd5","r1b1kb1r/pp1n1ppp/2p1pn2/q2P2B1/3P4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 7","7.  ... Nxd5","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw -b kw bb -w rb || 
7| pb pw -b nw -b pw pb pw || 
6| -w -b pw -b pw -b -w -b || 
5| qb -w -b nw -b -w Bb -w || 
4| -w -b -w Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1711","D53","Closed Games and Semi-Closed Games","QGD","4.Bg5 Be7","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7","Be7","rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq - 3 4","4.  ... Be7","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw -b -w rb || 
7| pb pw pb -w bb pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w -b -w -b -w || 
2| Pw Pb -w -b Pw Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1712","D53","Closed Games and Semi-Closed Games","QGD","Lasker Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 Ne4","Ne4","rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR b KQkq - 0 5","5.  ... Ne4","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw -b -w rb || 
7| pb pw pb -w bb pw pb pw || 
6| -w -b -w -b pw -b -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb nw -b -w -b || 
3| -b -w Nb -w Pb -w -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1713","D53","Closed Games and Semi-Closed Games","QGD","4.Bg5 Be7, 5.e3 O-O","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O","O-O","rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR b KQkq - 0 5","5.  ... O-O","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb pw pb -w bb pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb -w -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1714","D54","Closed Games and Semi-Closed Games","QGD","Anti-neo-Orthodox Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Rc1","Rc1","rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR w KQ - 1 6","6. Rc1 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb pw pb -w bb pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb -w -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| -b -w Rb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1715","D55","Closed Games and Semi-Closed Games","QGD","6.Nf3","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3","Nf3","rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR w KQ - 1 6","6. Nf3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb pw pb -w bb pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1716","D55","Closed Games and Semi-Closed Games","QGD","Pillsbury attack","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 b6 7. Bd3 Bb7 8. cxd5 exd5 9. Ne5","Ne5","rn1q1rk1/pbp1bppp/1p3n2/3p2B1/3P4/2NBPN2/PP3PPP/R2QK2R w KQ - 0 9","9. Ne5 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb -w qb -w rb kw -b || 
7| pb bw pb -w bb pw pb pw || 
6| -w pb -w -b -w nb -w -b || 
5| -b -w -b pw Nb -w Bb -w || 
4| -w -b -w Pb -w -b -w -b || 
3| -b -w Nb Bw Pb -w -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
